,29.71,⸮9⸮8817.00
-411.48,29.35,28399
-410.53,28.72,28410
-411.94,28.48,28423
-410.04,29.92,28434
-408.62,32.29,28446
-406.77,32.81,28457
-406.03,30.71,28470
-409.30,29.26,28481
-412.52,28.07,28492
-410.41,27.66,28505
-412.16,29.56,28516
-409.95,31.80,28528
-406.52,32.40,28539
-405.85,30.35,28552
-410.61,29.79,28563
-411.11,28.87,28575
-410.25,28.48,28587
-409.32,30.68,28599
-409.05,32.38,28610
-407.86,31.44,28622
-406.88,29.85,28634
-408.20,28.49,28646
-411.86,28.15,28657
-411.22,28.51,28668
-408.87,30.64,28681
-407.99,32.73,28692
-404.94,31.39,28704
-409.07,30.51,28716
-413.27,29.31,28728
-412.21,28.41,28739
-407.27,28.51,28751
-410.90,30.72,28763
-410.26,31.87,28775
-406.22,30.35,28786
-409.48,29.66,28798
-411.92,28.82,28810
-411.10,28.77,28822
-409.27,29.78,28833
-409.93,31.81,28845
-407.86,32.37,28857
-403.49,30.43,28868
-412.26,29.20,28880
-415.54,28.18,28892
-407.57,27.62,28904
-410.87,29.46,28915
-412.02,31.85,28928
-405.88,32.26,28939
-407.17,30.79,28951
-409.14,29.82,28962
-409.26,28.99,28975
-412.99,28.20,28986
-410.45,29.84,28997
-407.37,31.88,29009
-410.46,31.21,29021
-406.50,29.72,29033
-413.53,28.90,29044
-408.89,28.53,29057
-409.91,28.45,29068
-411.37,31.03,29080
-407.05,32.80,29091
-405.24,31.65,29104
-408.48,30.05,29115
-411.27,28.94,29127
-414.67,28.02,29138
-409.85,28.11,29151
-408.84,30.49,29162
-409.14,32.04,29173
-405.71,30.77,29186
-410.96,29.99,29197
-412.13,29.00,29209
-409.01,28.60,29220
-409.29,29.77,29233
-411.34,31.72,29244
-406.19,32.54,29256
-403.15,30.18,29267
-408.74,29.37,29280
-412.85,28.19,29291
-413.10,27.89,29303
-408.14,29.21,29315
-410.69,31.89,29327
-407.68,32.53,29338
-405.80,30.79,29349
-410.33,30.33,29362
-410.29,28.99,29373
-409.96,28.56,29385
-412.74,29.52,29396
-409.03,31.64,29409
-410.76,31.07,29420
-408.35,29.89,29432
-412.25,29.10,29444
-411.47,29.00,29456
-408.11,28.52,29467
-409.55,30.85,29479
-407.63,32.76,29491
-406.12,31.59,29503
-409.65,30.30,29514
-410.11,28.75,29526
-412.25,28.05,29538
-411.31,28.35,29549
-408.19,30.43,29561
-409.68,32.44,29573
-405.30,31.07,29585
-408.94,30.20,29596
-413.38,28.90,29608
-410.56,28.46,29620
-408.22,29.15,29632
-411.99,31.65,29643
-406.85,32.69,29656
-405.29,30.76,29667
-409.18,29.51,29679
-412.12,28.22,29690
-413.20,27.84,29702
-412.23,29.13,29714
-407.59,32.01,29725
-409.67,32.95,29737
-404.95,31.14,29749
-408.74,29.82,29761
-412.34,28.95,29772
-410.35,27.91,29785
-409.55,29.31,29796
-414.10,31.40,29808
-405.04,31.41,29819
-411.72,30.01,29832
-410.61,29.26,29843
-411.90,28.99,29855
-412.49,28.64,29867
-406.93,30.59,29878
-408.42,32.56,29890
-406.71,31.77,29901
-408.93,30.08,29914
-411.43,29.12,29925
-411.96,28.13,29937
-408.26,27.98,29948
-412.67,30.42,29961
-410.71,31.99,29972
-404.65,30.83,29984
-408.83,30.28,29996
-412.91,29.15,30008
-411.24,29.06,30019
-410.27,29.14,30031
-408.98,31.27,30043
-409.05,32.58,30054
-406.93,30.45,30066
-410.66,29.01,30077
-410.79,28.18,30090
-412.99,27.73,30101
-410.20,29.23,30113
-410.34,31.98,30125
-408.81,33.36,30137
-405.39,31.52,30148
-406.61,30.37,30160
-412.51,28.98,30172
-410.75,28.04,30184
-408.64,29.02,30195
-409.54,31.24,30206
-405.79,31.60,30219
-410.03,29.92,30230
-410.28,29.62,30242
-409.68,28.88,30254
-411.08,28.88,30266
-408.36,31.01,30277
-408.24,33.01,30289
-405.58,31.94,30301
-405.92,30.08,30313
-412.62,28.34,30324
-414.03,27.66,30337
-409.31,27.55,30348
-409.88,29.90,30360
-410.07,32.68,30371
-402.71,31.83,30383
-407.92,31.14,30395
-410.07,30.04,30406
-409.57,28.93,30418
-411.00,28.82,30430
-408.94,30.75,30442
-408.59,31.63,30453
-408.04,30.13,30466
-407.47,29.20,30477
-412.31,28.34,30489
-411.02,28.44,30500
-408.10,29.29,30513
-411.58,31.97,30524
-407.04,33.28,30536
-402.72,31.38,30547
-408.35,30.28,30559
-412.70,28.83,30571
-411.34,27.48,30582
-408.30,28.48,30595
-411.93,30.88,30606
-407.73,31.34,30618
-407.56,30.27,30629
-410.11,29.73,30642
-411.62,29.53,30653
-409.01,29.45,30665
-411.53,30.65,30676
-406.62,32.31,30689
-405.20,31.29,30700
-411.37,29.55,30712
-412.88,28.36,30724
-411.94,28.00,30735
-411.24,27.84,30747
-407.23,30.50,30758
-412.11,32.73,30771
-407.88,31.99,30782
-405.29,30.68,30794
-411.91,29.38,30806
-412.36,28.68,30818
-410.38,28.53,30829
-413.01,30.41,30841
-408.91,31.83,30853
-406.51,30.34,30865
-411.54,29.17,30876
-410.56,28.22,30888
-413.58,28.28,30900
-410.26,29.25,30911
-409.16,32.13,30923
-409.66,33.41,30935
-405.95,31.45,30947
-405.23,29.77,30958
-413.82,28.12,30970
-411.50,27.33,30982
-411.26,28.31,30994
-410.57,30.96,31005
-405.55,32.37,31017
-409.39,31.00,31029
-410.06,30.36,31041
-410.03,29.65,31052
-410.27,28.53,31065
-408.43,29.84,31076
-409.72,31.63,31087
-408.10,31.52,31099
-406.22,29.56,31111
-411.14,28.62,31123
-412.39,28.26,31134
-409.00,28.09,31147
-410.68,30.66,31158
-409.51,32.50,31170
-404.20,32.21,31181
-408.11,30.70,31194
-411.28,29.32,31205
-409.13,28.52,31217
-411.62,28.01,31228
-408.20,30.24,31241
-410.60,31.96,31252
-408.30,30.76,31263
-407.93,29.73,31276
-410.97,28.93,31287
-412.99,28.71,31299
-410.46,29.64,31310
-408.29,31.93,31323
-410.42,32.83,31334
-404.98,30.93,31346
-405.87,29.32,31357
-412.29,28.29,31370
-410.56,27.56,31381
-410.47,28.82,31393
-408.95,31.34,31405
-407.94,32.83,31417
-406.96,30.97,31428
-411.38,30.35,31439
-411.39,29.16,31452
-410.00,28.54,31463
-411.56,29.80,31475
-410.35,31.57,31486
-405.75,31.70,31499
-408.07,29.86,31510
-412.25,28.95,31522
-412.10,28.09,31534
-410.37,28.28,31546
-409.86,30.42,31557
-410.45,32.76,31569
-405.87,32.36,31581
-407.37,30.77,31593
-410.42,29.60,31604
-411.81,28.31,31616
-411.87,28.05,31628
-410.67,30.16,31639
-409.62,31.67,31651
-408.51,30.89,31663
-406.05,29.98,31675
-411.63,29.14,31686
-412.84,28.87,31698
-408.89,29.26,31710
-408.86,31.58,31722
-410.23,32.68,31733
-405.85,30.71,31746
-410.70,29.64,31757
-413.04,28.44,31768
-412.25,27.90,31780
-408.71,29.11,31792
-409.34,31.41,31804
-406.28,32.41,31815
-406.14,31.02,31827
-411.92,29.91,31839
-412.56,29.24,31851
-406.80,28.32,31862
-410.30,29.77,31875
-411.21,31.72,31886
-407.28,31.86,31898
-406.94,29.92,31909
-410.18,28.92,31922
-411.65,28.51,31933
-412.59,27.94,31944
-408.06,30.33,31956
-409.20,32.70,31968
-406.58,32.17,31980
-408.02,30.92,31991
-411.43,29.26,32004
-411.15,28.35,32015
-409.04,27.98,32027
-411.74,30.13,32038
-410.49,32.02,32051
-405.97,31.13,32062
-406.45,30.09,32074
-410.85,29.10,32086
-414.04,28.66,32098
-409.81,28.64,32109
-408.05,31.29,32120
-406.92,32.69,32133
-409.27,31.05,32144
-410.17,29.77,32156
-409.08,28.24,32167
-412.96,28.15,32180
-412.32,28.79,32191
-410.83,31.43,32203
-403.40,32.70,32215
-404.68,31.04,32227
-412.80,30.27,32238
-414.25,29.20,32250
-409.78,28.30,32262
-406.37,29.41,32274
-411.62,31.43,32285
-409.06,31.50,32296
-406.81,30.18,32309
-411.64,28.99,32320
-410.71,29.07,32332
-413.09,28.55,32344
-410.73,30.23,32356
-407.82,32.49,32367
-406.42,31.91,32379
-405.92,30.11,32391
-414.83,28.95,32403
-411.87,28.22,32414
-408.91,27.72,32427
-410.79,30.34,32438
-412.81,32.08,32450
-407.94,31.62,32461
-405.34,30.46,32473
-408.73,29.29,32485
-412.40,29.03,32496
-414.75,28.47,32508
-408.79,30.44,32520
-408.20,32.18,32532
-408.12,30.70,32543
-410.81,29.83,32556
-411.65,29.04,32567
-410.26,28.45,32579
-410.14,29.22,32590
-411.43,31.60,32603
-407.30,32.75,32614
-404.03,30.91,32626
-410.35,29.53,32637
-414.59,28.78,32649
-412.23,27.64,32661
-408.14,29.14,32672
-410.04,31.46,32685
-407.38,32.54,32696
-407.05,30.76,32708
-410.87,29.80,32719
-410.73,28.80,32732
-411.64,28.10,32743
-413.14,29.72,32755
-409.98,31.78,32766
-407.95,32.02,32779
-405.71,30.05,32790
-408.40,29.38,32802
-415.79,28.65,32814
-411.79,28.03,32825
-407.78,30.22,32837
-408.77,32.07,32848
-409.06,31.71,32861
-407.10,30.03,32872
-409.48,29.15,32884
-410.26,28.70,32896
-410.93,28.42,32908
-410.37,30.70,32919
-405.93,32.16,32931
-405.16,31.14,32943
-412.47,29.68,32955
-413.53,29.06,32966
-410.54,28.44,32977
-406.39,28.72,32990
-411.18,31.31,33001
-409.78,32.56,33013
-406.04,31.00,33025
-408.36,29.69,33037
-411.65,29.08,33048
-410.46,28.16,33060
-413.62,29.11,33072
-407.83,31.17,33084
-406.13,32.09,33095
-407.11,30.75,33107
-411.55,29.90,33119
-410.42,28.97,33131
-410.43,28.36,33142
-407.98,29.54,33154
-410.39,31.81,33166
-409.58,32.26,33177
-407.01,30.62,33189
-407.52,29.47,33201
-411.63,28.44,33213
-411.46,28.34,33224
-411.32,29.61,33236
-409.70,32.24,33248
-408.36,31.87,33260
-405.42,30.66,33271
-408.00,29.53,33284
-413.95,28.71,33295
-407.22,28.01,33307
-412.58,30.18,33318
-410.19,31.79,33330
-404.07,31.32,33342
-411.17,30.12,33353
-410.36,29.27,33366
-411.06,28.76,33377
-411.29,28.82,33389
-408.13,30.99,33400
-407.58,32.43,33413
-408.86,31.02,33424
-409.17,29.42,33436
-413.01,28.54,33447
-412.44,28.02,33460
-408.74,28.71,33471
-410.43,31.67,33483
-411.10,32.53,33495
-404.64,30.89,33506
-408.90,29.80,33518
-411.94,28.76,33529
-413.00,28.38,33542
-409.93,29.22,33553
-408.46,31.88,33565
-409.77,32.07,33576
-406.59,30.39,33589
-411.08,29.02,33600
-413.86,28.43,33612
-408.82,28.08,33624
-409.86,29.83,33636
-413.55,32.27,33647
-407.24,31.99,33659
-404.63,30.43,33671
-409.11,29.37,33682
-413.75,28.39,33694
-411.29,28.34,33705
-408.66,29.86,33718
-408.32,32.31,33729
-407.17,31.51,33741
-410.74,30.24,33753
-409.63,29.32,33765
-409.52,28.53,33776
-410.15,28.75,33788
-411.67,30.40,33800
-408.88,32.23,33812
-407.44,30.76,33823
-406.93,30.09,33836
-409.77,28.92,33847
-413.47,28.57,33858
-408.49,28.92,33870
-408.99,30.93,33882
-409.18,32.32,33894
-404.69,30.89,33905
-410.25,30.05,33917
-411.87,28.92,33929
-411.37,28.21,33941
-409.21,29.09,33952
-410.34,31.48,33965
-410.14,32.32,33976
-404.45,30.64,33988
-406.33,29.82,33999
-413.83,28.71,34012
-411.20,28.37,34023
-409.44,29.48,34034
-411.92,31.79,34046
-408.06,31.91,34058
-402.65,30.32,34070
-411.35,29.24,34081
-409.71,28.86,34094
-409.68,28.22,34105
-410.78,30.32,34117
-408.15,32.32,34128
-406.85,31.98,34141
-408.07,30.22,34152
-410.96,29.05,34164
-411.67,28.48,34176
-411.31,27.96,34188
-409.07,30.63,34199
-411.03,32.35,34210
-405.86,31.53,34223
-406.50,30.19,34234
-412.38,28.82,34246
-413.28,28.33,34257
-408.86,28.15,34270
-410.52,30.76,34281
-409.99,32.26,34293
-405.36,31.03,34305
-410.39,30.10,34317
-412.19,28.98,34328
-409.13,28.33,34340
-412.53,28.74,34352
-410.03,31.24,34363
-410.42,32.05,34375
-405.45,30.88,34386
-407.39,29.80,34399
-412.07,29.14,34410
-411.47,28.39,34422
-408.92,29.26,34434
-407.73,31.61,34446
-408.48,31.97,34457
-410.67,30.72,34469
-409.19,29.22,34481
-411.12,28.65,34493
-410.86,28.17,34504
-411.62,29.54,34516
-410.02,31.94,34528
-402.53,32.07,34539
-406.32,30.56,34551
-415.53,29.52,34563
-412.05,28.76,34575
-409.00,27.92,34586
-409.34,29.78,34598
-408.62,31.98,34610
-409.26,31.67,34622
-407.69,30.36,34633
-407.90,29.17,34646
-413.58,28.99,34657
-411.45,28.83,34669
-408.19,31.02,34680
-409.83,32.53,34693
-403.13,31.22,34704
-408.93,29.19,34715
-414.81,28.45,34727
-411.12,27.94,34739
-410.16,28.97,34751
-409.67,31.42,34762
-406.69,32.92,34775
-408.26,31.31,34786
-407.20,29.77,34798
-409.92,28.57,34809
-413.53,28.48,34822
-409.37,28.99,34833
-409.64,31.24,34845
-403.75,31.68,34856
-407.59,30.31,34869
-415.16,29.69,34880
-411.67,29.16,34891
-407.90,28.54,34904
-408.73,29.93,34915
-404.89,32.15,34927
-409.94,32.46,34938
-409.82,30.58,34951
-408.46,29.22,34962
-411.30,28.24,34974
-411.93,27.62,34985
-410.59,29.37,34998
-411.50,31.78,35009
-405.73,32.20,35021
-404.33,30.96,35033
-412.60,30.24,35045
-413.43,28.94,35056
-408.64,28.20,35067
-409.78,30.15,35080
-409.36,31.84,35091
-408.73,31.43,35103
-408.16,30.17,35115
-408.38,29.01,35127
-410.15,28.52,35138
-412.56,28.57,35150
-410.75,30.97,35162
-408.38,32.51,35174
-402.76,31.49,35185
-406.43,30.09,35197
-413.15,29.13,35209
-414.20,28.34,35221
-406.91,28.88,35232
-411.22,31.30,35244
-408.89,32.14,35256
-406.62,30.24,35267
-409.48,29.20,35279
-412.96,28.76,35291
-415.02,28.40,35303
-408.48,30.00,35314
-407.77,32.33,35326
-405.48,32.64,35338
-409.41,30.30,35350
-413.12,29.08,35361
-412.27,28.18,35374
-409.60,27.75,35385
-412.02,29.49,35397
-409.76,31.98,35408
-408.70,32.11,35420
-405.66,30.44,35432
-408.75,29.62,35443
-413.47,28.90,35456
-412.71,28.45,35467
-407.62,30.36,35479
-409.07,32.17,35490
-407.05,31.60,35503
-409.07,29.96,35514
-411.98,28.92,35526
-412.18,28.11,35537
-408.13,28.07,35550
-412.15,30.61,35561
-413.15,32.45,35572
-404.65,31.76,35585
-404.60,30.93,35596
-412.09,29.65,35608
-412.34,28.63,35619
-408.62,28.12,35632
-408.75,29.96,35643
-409.62,31.74,35655
-410.59,30.27,35666
-408.20,30.29,35679
-410.75,29.52,35690
-406.97,29.10,35702
-411.16,29.86,35714
-408.90,31.75,35726
-405.84,32.09,35737
-404.40,30.44,35748
-412.89,29.19,35761
-413.09,28.39,35772
-413.54,27.77,35784
-405.18,29.20,35795
-409.21,32.03,35808
-409.20,32.52,35819
-407.39,30.92,35831
-407.80,29.83,35843
-410.49,28.85,35855
-409.52,28.38,35866
-414.87,29.83,35878
-409.31,31.93,35890
-405.20,31.01,35902
-406.00,29.79,35913
-413.08,28.98,35924
-414.83,28.44,35937
-409.94,29.16,35948
-405.09,30.98,35960
-409.98,33.71,35972
-408.56,31.60,35984
-405.75,30.46,35995
-408.43,28.49,36007
-413.71,27.62,36019
-412.40,27.86,36031
-409.37,29.77,36042
-405.13,32.17,36055
-406.53,31.00,36066
-412.70,30.63,36078
-412.42,29.80,36089
-407.77,28.88,36101
-407.26,29.29,36113
-411.82,31.31,36124
-410.04,32.25,36136
-407.25,29.80,36148
-406.64,29.57,36160
-411.94,28.15,36171
-415.43,27.96,36184
-409.34,29.27,36195
-407.60,31.44,36207
-405.18,32.88,36218
-407.05,31.34,36231
-414.37,30.38,36242
-410.45,28.62,36254
-405.61,27.69,36265
-411.58,29.10,36277
-413.93,31.36,36289
-410.64,31.48,36300
-403.49,30.01,36313
-408.41,29.50,36324
-413.08,28.98,36336
-414.94,28.65,36347
-407.01,30.82,36360
-407.80,32.37,36371
